<<<<<<< HEAD
 0.00000  2.390538e+13  2.518049e+14  5.637373e+15  2.414324e+21  0.000000e+00  
 0.00005  2.288754e+13  2.480447e+14  5.649564e+15  2.414324e+21  0.000000e+00  
 0.00010  2.415617e+13  2.506831e+14  5.673033e+15  2.414324e+21  0.000000e+00  
 0.00015  2.524657e+13  2.552892e+14  5.442625e+15  2.414324e+21  0.000000e+00  
 0.00020  2.634514e+13  2.593450e+14  5.353927e+15  2.414324e+21  0.000000e+00  
 0.00024  2.762197e+13  2.626718e+14  5.274057e+15  2.414324e+21  0.000000e+00  
 0.00029  2.882210e+13  2.610473e+14  5.223677e+15  2.414324e+21  0.000000e+00  
 0.00034  3.004708e+13  2.513086e+14  5.169505e+15  2.414324e+21  0.000000e+00  
 0.00039  3.146500e+13  2.584155e+14  5.004769e+15  2.414324e+21  0.000000e+00  
 0.00044  3.306271e+13  2.604343e+14  4.919983e+15  2.414324e+21  0.000000e+00  
 0.00049  3.440852e+13  2.630022e+14  4.844954e+15  2.414324e+21  0.000000e+00  
 0.00054  3.591394e+13  2.619469e+14  4.773494e+15  2.414324e+21  0.000000e+00  
 0.00059  3.730474e+13  2.575503e+14  4.741517e+15  2.414324e+21  0.000000e+00  
 0.00064  3.892138e+13  2.617042e+14  4.761509e+15  2.414324e+21  0.000000e+00  
 0.00068  4.029716e+13  2.698721e+14  4.829085e+15  2.414324e+21  0.000000e+00  
 0.00073  4.175661e+13  2.743060e+14  4.564536e+15  2.414324e+21  0.000000e+00  
 0.00078  4.281649e+13  2.759968e+14  4.581521e+15  2.414324e+21  0.000000e+00  
 0.00083  4.454911e+13  2.753442e+14  4.672192e+15  2.414324e+21  0.000000e+00  
 0.00088  4.582727e+13  2.738383e+14  4.689219e+15  2.414324e+21  0.000000e+00  
 0.00093  4.728703e+13  2.794044e+14  4.595986e+15  2.414324e+21  0.000000e+00  
 0.00098  4.872625e+13  2.824764e+14  4.565182e+15  2.414324e+21  0.000000e+00  
 0.00103  5.027650e+13  2.843967e+14  4.650596e+15  2.414324e+21  0.000000e+00  
 0.00108  5.182027e+13  2.824575e+14  4.829785e+15  2.414324e+21  0.000000e+00  
 0.00113  5.323293e+13  2.834263e+14  4.627343e+15  2.414324e+21  0.000000e+00  
 0.00117  5.464062e+13  2.818583e+14  4.565078e+15  2.414324e+21  0.000000e+00  
 0.00122  5.641973e+13  2.804941e+14  4.676658e+15  2.414324e+21  0.000000e+00  
 0.00127  5.789974e+13  2.856635e+14  4.649533e+15  2.414324e+21  0.000000e+00  
 0.00132  5.959173e+13  2.865206e+14  4.545638e+15  2.414324e+21  0.000000e+00  
 0.00137  6.120501e+13  2.948686e+14  4.462609e+15  2.414324e+21  0.000000e+00  
 0.00142  6.356389e+13  2.927011e+14  4.404466e+15  2.414324e+21  0.000000e+00  
 0.00147  6.515043e+13  2.903776e+14  4.643389e+15  2.414324e+21  0.000000e+00  
 0.00152  6.641101e+13  2.971559e+14  4.854377e+15  2.414324e+21  0.000000e+00  
 0.00157  6.815848e+13  3.057714e+14  4.601978e+15  2.414324e+21  0.000000e+00  
 0.00161  6.955284e+13  3.026785e+14  4.412807e+15  2.414324e+21  0.000000e+00  
 0.00166  7.073982e+13  3.076065e+14  4.301864e+15  2.414324e+21  0.000000e+00  
 0.00171  7.277420e+13  3.109880e+14  4.366468e+15  2.414324e+21  0.000000e+00  
 0.00176  7.428956e+13  3.075524e+14  4.191564e+15  2.414324e+21  0.000000e+00  
 0.00181  7.627822e+13  3.057841e+14  4.167327e+15  2.414324e+21  0.000000e+00  
 0.00186  7.820248e+13  3.099767e+14  4.170389e+15  2.414324e+21  0.000000e+00  
 0.00191  8.021287e+13  3.056573e+14  4.191566e+15  2.414324e+21  0.000000e+00  
 0.00196  8.200264e+13  3.156891e+14  4.247189e+15  2.414324e+21  0.000000e+00  
 0.00201  8.368867e+13  3.178745e+14  4.258211e+15  2.414324e+21  0.000000e+00  
 0.00205  8.501265e+13  3.143575e+14  4.121964e+15  2.414324e+21  0.000000e+00  
 0.00210  8.623444e+13  3.171109e+14  3.973584e+15  2.414324e+21  0.000000e+00  
 0.00215  8.827720e+13  3.181742e+14  3.963359e+15  2.414324e+21  0.000000e+00  
 0.00220  9.094927e+13  3.224856e+14  4.032376e+15  2.414324e+21  0.000000e+00  
 0.00225  9.323092e+13  3.294739e+14  4.078252e+15  2.414324e+21  0.000000e+00  
 0.00230  9.449805e+13  3.300514e+14  4.015669e+15  2.414324e+21  0.000000e+00  
 0.00235  9.630864e+13  3.324923e+14  3.889680e+15  2.414324e+21  0.000000e+00  
 0.00240  9.869482e+13  3.312607e+14  3.693827e+15  2.414324e+21  0.000000e+00  
 0.00245  1.008911e+14  3.267238e+14  3.532378e+15  2.414324e+21  0.000000e+00  
 0.00250  1.029493e+14  3.305559e+14  3.507543e+15  2.414324e+21  0.000000e+00  
 0.00254  1.047099e+14  3.300101e+14  3.623360e+15  2.414324e+21  0.000000e+00  
 0.00259  1.068617e+14  3.348631e+14  3.570001e+15  2.414324e+21  0.000000e+00  
 0.00264  1.093818e+14  3.348754e+14  3.572054e+15  2.414324e+21  0.000000e+00  
 0.00269  1.108625e+14  3.384180e+14  3.487270e+15  2.414324e+21  0.000000e+00  
 0.00274  1.129959e+14  3.377908e+14  3.403663e+15  2.414324e+21  0.000000e+00  
 0.00279  1.148826e+14  3.469655e+14  3.368646e+15  2.414324e+21  0.000000e+00  
 0.00284  1.171234e+14  3.520108e+14  3.329831e+15  2.414324e+21  0.000000e+00  
 0.00289  1.196664e+14  3.481640e+14  3.303411e+15  2.414324e+21  0.000000e+00  
 0.00294  1.223651e+14  3.603848e+14  3.272055e+15  2.414324e+21  0.000000e+00  
 0.00298  1.248847e+14  3.697169e+14  3.412031e+15  2.414324e+21  0.000000e+00  
 0.00303  1.273754e+14  3.704413e+14  3.194383e+15  2.414324e+21  0.000000e+00  
 0.00308  1.292009e+14  3.708905e+14  3.247131e+15  2.414324e+21  0.000000e+00  
 0.00313  1.315806e+14  3.659856e+14  3.223562e+15  2.414324e+21  0.000000e+00  
 0.00318  1.337122e+14  3.709240e+14  3.191913e+15  2.414324e+21  0.000000e+00  
 0.00323  1.365818e+14  3.720001e+14  3.218349e+15  2.414324e+21  0.000000e+00  
 0.00328  1.394500e+14  3.707509e+14  3.275056e+15  2.414324e+21  0.000000e+00  
 0.00333  1.420353e+14  3.868226e+14  3.268521e+15  2.414324e+21  0.000000e+00  
 0.00338  1.452912e+14  3.806348e+14  3.338486e+15  2.414324e+21  0.000000e+00  
 0.00342  1.478034e+14  3.784628e+14  3.372876e+15  2.414324e+21  0.000000e+00  
 0.00347  1.507731e+14  3.796818e+14  3.247734e+15  2.414324e+21  0.000000e+00  
 0.00352  1.536273e+14  3.800578e+14  3.212424e+15  2.414324e+21  0.000000e+00  
 0.00357  1.562473e+14  3.869148e+14  3.230262e+15  2.414324e+21  0.000000e+00  
 0.00362  1.592610e+14  3.923198e+14  2.996087e+15  2.414324e+21  0.000000e+00  
 0.00367  1.624707e+14  3.918136e+14  2.886087e+15  2.414324e+21  0.000000e+00  
 0.00372  1.653254e+14  3.984806e+14  3.053680e+15  2.414324e+21  0.000000e+00  
 0.00377  1.688225e+14  4.005848e+14  2.766196e+15  2.414324e+21  0.000000e+00  
 0.00382  1.718829e+14  4.026119e+14  2.771908e+15  2.414324e+21  0.000000e+00  
 0.00386  1.753030e+14  4.088414e+14  2.677491e+15  2.414324e+21  0.000000e+00  
 0.00391  1.792665e+14  4.139031e+14  2.683967e+15  2.414324e+21  0.000000e+00  
 0.00396  1.827820e+14  4.209874e+14  2.738381e+15  2.414324e+21  0.000000e+00  
 0.00401  1.862277e+14  4.247288e+14  2.766829e+15  2.414324e+21  0.000000e+00  
 0.00406  1.895345e+14  4.217204e+14  2.721873e+15  2.414324e+21  0.000000e+00  
 0.00411  1.924870e+14  4.302369e+14  2.768521e+15  2.414324e+21  0.000000e+00  
 0.00416  1.962673e+14  4.276153e+14  2.761811e+15  2.414324e+21  0.000000e+00  
 0.00421  2.005999e+14  4.338903e+14  2.671458e+15  2.414324e+21  0.000000e+00  
 0.00426  2.052961e+14  4.440328e+14  2.559975e+15  2.414324e+21  0.000000e+00  
