  0.277500   2.8376e-03   1.8297e-02   -4.2787e+01
  0.282500   2.9110e-03   1.8322e-02   -5.0502e+01
  0.287500   2.9599e-03   1.8346e-02   -5.8168e+01
  0.292500   3.0333e-03   1.8371e-02   -6.5776e+01
  0.297500   3.0822e-03   1.8395e-02   -7.3319e+01
  0.302500   3.1556e-03   1.8444e-02   -8.0790e+01
  0.307500   3.2045e-03   1.8469e-02   -8.8181e+01
  0.312500   3.2779e-03   1.8493e-02   -9.5486e+01
  0.317500   3.3268e-03   1.8518e-02   -1.0270e+02
  0.322500   3.4002e-03   1.8542e-02   -1.0980e+02
  0.327500   3.4491e-03   1.8591e-02   -1.1680e+02
  0.332500   3.5225e-03   1.8615e-02   -1.2369e+02
  0.337500   3.5714e-03   1.8640e-02   -1.3045e+02
  0.342500   3.6204e-03   1.8689e-02   -1.3709e+02
  0.347500   3.6937e-03   1.8713e-02   -1.4358e+02
  0.352500   3.7671e-03   1.8738e-02   -1.4994e+02
  0.357500   3.8160e-03   1.8787e-02   -1.5615e+02
  0.362500   3.8650e-03   1.8811e-02   -1.6221e+02
  0.367500   3.9139e-03   1.8836e-02   -1.6810e+02
  0.372500   3.9873e-03   1.8885e-02   -1.7383e+02
  0.377500   4.0362e-03   1.8909e-02   -1.7939e+02
  0.382500   4.0851e-03   1.8958e-02   -1.8477e+02
  0.387500   4.1341e-03   1.8982e-02   -1.8997e+02
  0.392500   4.2074e-03   1.9031e-02   -1.9498e+02
  0.397500   4.2564e-03   1.9056e-02   -1.9980e+02
  0.402500   4.3053e-03   1.9105e-02   -2.0442e+02
  0.407500   4.3542e-03   1.9129e-02   -2.0884e+02
  0.412500   4.4031e-03   1.9178e-02   -2.1305e+02
  0.417500   4.4521e-03   1.9203e-02   -2.1705e+02
  0.422500   4.5010e-03   1.9251e-02   -2.2084e+02
  0.427500   4.5499e-03   1.9276e-02   -2.2441e+02
  0.432500   4.5988e-03   1.9325e-02   -2.2776e+02
  0.437500   4.6477e-03   1.9349e-02   -2.3089e+02
  0.442500   4.6967e-03   1.9398e-02   -2.3378e+02
  0.447500   4.7211e-03   1.9423e-02   -2.3645e+02
  0.452500   4.7701e-03   1.9472e-02   -2.3888e+02
  0.457500   4.8190e-03   1.9496e-02   -2.4108e+02
  0.462500   4.8434e-03   1.9545e-02   -2.4304e+02
  0.467500   4.8924e-03   1.9569e-02   -2.4476e+02
  0.472500   4.9413e-03   1.9618e-02   -2.4623e+02
  0.477500   4.9658e-03   1.9643e-02   -2.4747e+02
  0.482500   5.0147e-03   1.9692e-02   -2.4846e+02
  0.487500   5.0391e-03   1.9716e-02   -2.4920e+02
  0.492500   5.0881e-03   1.9741e-02   -2.4970e+02
  0.497500   5.1370e-03   1.9790e-02   -2.4996e+02
  0.502500   5.1614e-03   1.9814e-02   -2.4996e+02
  0.507500   5.1859e-03   1.9839e-02   -2.4972e+02
  0.512500   5.2348e-03   1.9887e-02   -2.4923e+02
  0.517500   5.2593e-03   1.9912e-02   -2.4850e+02
  0.522500   5.2838e-03   1.9936e-02   -2.4752e+02
  0.527500   5.3082e-03   1.9961e-02   -2.4630e+02
  0.532500   5.3571e-03   2.0010e-02   -2.4484e+02
  0.537500   5.3816e-03   2.0034e-02   -2.4313e+02
  0.542500   5.4061e-03   2.0059e-02   -2.4118e+02
  0.547500   5.4305e-03   2.0083e-02   -2.3900e+02
  0.552500   5.4550e-03   2.0108e-02   -2.3658e+02
  0.557500   5.4795e-03   2.0132e-02   -2.3392e+02
  0.562500   5.5039e-03   2.0157e-02   -2.3104e+02
  0.567500   5.5284e-03   2.0181e-02   -2.2792e+02
  0.572500   5.5528e-03   2.0205e-02   -2.2458e+02
  0.577500   5.5773e-03   2.0230e-02   -2.2102e+02
  0.582500   5.5773e-03   2.0254e-02   -2.1725e+02
  0.587500   5.6018e-03   2.0279e-02   -2.1325e+02
  0.592500   5.6262e-03   2.0303e-02   -2.0905e+02
  0.597500   5.6507e-03   2.0328e-02   -2.0464e+02
  0.602500   5.6507e-03   2.0352e-02   -2.0003e+02
  0.607500   5.6751e-03   2.0352e-02   -1.9522e+02
  0.612500   5.6996e-03   2.0377e-02   -1.9022e+02
  0.617500   5.6996e-03   2.0401e-02   -1.8503e+02
  0.622500   5.7241e-03   2.0401e-02   -1.7966e+02
  0.627500   5.7241e-03   2.0426e-02   -1.7411e+02
  0.632500   5.7485e-03   2.0450e-02   -1.6839e+02
  0.637500   5.7485e-03   2.0450e-02   -1.6250e+02
  0.642500   5.7730e-03   2.0450e-02   -1.5646e+02
  0.647500   5.7730e-03   2.0475e-02   -1.5026e+02
  0.652500   5.7730e-03   2.0499e-02   -1.4391e+02
  0.657500   5.7975e-03   2.0499e-02   -1.3741e+02
  0.662500   5.7975e-03   2.0499e-02   -1.3079e+02
  0.667500   5.7975e-03   2.0523e-02   -1.2403e+02
  0.672500   5.8219e-03   2.0523e-02   -1.1715e+02
  0.677500   5.8219e-03   2.0548e-02   -1.1016e+02
  0.682500   5.8219e-03   2.0548e-02   -1.0305e+02
  0.687500   5.8219e-03   2.0548e-02   -9.5848e+01
  0.692500   5.8219e-03   2.0548e-02   -8.8549e+01
  0.697500   5.8219e-03   2.0548e-02   -8.1162e+01
  0.702500   5.8219e-03   2.0548e-02   -7.3695e+01
  0.707500   5.8464e-03   2.0548e-02   -6.6155e+01
  0.712500   5.8464e-03   2.0548e-02   -5.8550e+01
  0.717500   5.8464e-03   2.0572e-02   -5.0887e+01
  0.722500   5.8464e-03   2.0572e-02   -4.3174e+01
  0.727500   5.8464e-03   2.0548e-02   -3.5418e+01
  0.732500   5.8219e-03   2.0548e-02   -2.7628e+01
  0.737500   5.8219e-03   2.0548e-02   -1.9810e+01
  0.742500   5.8219e-03   2.0548e-02   -1.1972e+01
  0.747500   5.8219e-03   2.0548e-02   -4.1230e+00
  0.752500   5.8219e-03   2.0548e-02   3.7303e+00
  0.757500   5.8219e-03   2.0548e-02   1.1580e+01
  0.762500   5.8219e-03   2.0548e-02   1.9418e+01
  0.767500   5.8219e-03   2.0523e-02   2.7237e+01
  0.772500   5.7975e-03   2.0523e-02   3.5029e+01
  0.777500   5.7975e-03   2.0499e-02   4.2787e+01
  0.782500   5.7975e-03   2.0499e-02   5.0502e+01
  0.787500   5.7730e-03   2.0499e-02   5.8168e+01
  0.792500   5.7730e-03   2.0499e-02   6.5776e+01
  0.797500   5.7730e-03   2.0475e-02   7.3319e+01
  0.802500   5.7485e-03   2.0475e-02   8.0790e+01
  0.807500   5.7485e-03   2.0450e-02   8.8181e+01
  0.812500   5.7485e-03   2.0450e-02   9.5486e+01
  0.817500   5.7241e-03   2.0426e-02   1.0270e+02
  0.822500   5.7241e-03   2.0426e-02   1.0980e+02
  0.827500   5.6996e-03   2.0401e-02   1.1680e+02
  0.832500   5.6996e-03   2.0401e-02   1.2369e+02
  0.837500   5.6751e-03   2.0377e-02   1.3045e+02
  0.842500   5.6751e-03   2.0377e-02   1.3709e+02
  0.847500   5.6507e-03   2.0352e-02   1.4358e+02
  0.852500   5.6507e-03   2.0328e-02   1.4994e+02
  0.857500   5.6262e-03   2.0328e-02   1.5615e+02
  0.862500   5.6262e-03   2.0303e-02   1.6221e+02
  0.867500   5.6018e-03   2.0303e-02   1.6810e+02
  0.872500   5.6018e-03   2.0279e-02   1.7383e+02
  0.877500   5.5773e-03   2.0254e-02   1.7939e+02
  0.882500   5.5773e-03   2.0254e-02   1.8477e+02
  0.887500   5.5528e-03   2.0230e-02   1.8997e+02
  0.892500   5.5284e-03   2.0205e-02   1.9498e+02
  0.897500   5.5284e-03   2.0205e-02   1.9980e+02
  0.902500   5.5039e-03   2.0181e-02   2.0442e+02
  0.907500   5.4795e-03   2.0157e-02   2.0884e+02
  0.912500   5.4795e-03   2.0157e-02   2.1305e+02
  0.917500   5.4550e-03   2.0132e-02   2.1705e+02
  0.922500   5.4305e-03   2.0108e-02   2.2084e+02
  0.927500   5.4305e-03   2.0083e-02   2.2441e+02
  0.932500   5.4061e-03   2.0083e-02   2.2776e+02
  0.937500   5.3816e-03   2.0059e-02   2.3089e+02
  0.942500   5.3816e-03   2.0034e-02   2.3378e+02
  0.947500   5.3571e-03   2.0010e-02   2.3645e+02
  0.952500   5.3327e-03   2.0010e-02   2.3888e+02
  0.957500   5.3082e-03   1.9985e-02   2.4108e+02
  0.962500   5.3082e-03   1.9961e-02   2.4304e+02
  0.967500   5.2838e-03   1.9961e-02   2.4476e+02
  0.972500   5.2593e-03   1.9936e-02   2.4623e+02
  0.977500   5.2593e-03   1.9912e-02   2.4747e+02
  0.982500   5.2348e-03   1.9912e-02   2.4846e+02
  0.987500   5.2104e-03   1.9887e-02   2.4920e+02
  0.992500   5.1859e-03   1.9863e-02   2.4970e+02
  0.997500   5.1859e-03   1.9863e-02   2.4996e+02
