1E-4	3.5E-21
0.03514217	1.3786E-20
0.07151931	2.3108E-20
0.1091748	4.2858E-20
0.1481536	5.5508E-20
0.1885022	5.677E-20
0.3182567	5.8183E-20
0.5135612	5.9568E-20
0.6218101	6.0872E-20
0.678804	6.3152E-20
0.7378008	6.5512E-20
0.7988709	6.7955E-20
0.8620871	6.9863E-20
0.9275249	7.1826E-20
0.9952623	7.3858E-20
1.137962	7.6759E-20
1.630268	7.4655E-20
1.722701	7.2991E-20
1.818383	7.1269E-20
1.917427	6.9486E-20
2.019952	6.79E-20
2.349654	6.6252E-20
2.715352	6.4423E-20
2.981072	6.3095E-20
3.731513	6.1537E-20
4.821032	6.0179E-20
6.161434	5.896E-20
10.61449	5.7693E-20
13.79108	5.6403E-20
17.83649	5.5149E-20
20.62719	5.4061E-20
22.17395	5.2978E-20
23.83133	5.1818E-20
25.60725	5.0514E-20
27.51018	4.8992E-20
29.54921	4.7361E-20
30.62278	4.6408E-20
31.73407	4.5353E-20
32.88442	4.426E-20
34.07519	4.3129E-20
35.30781	4.1958E-20
36.58374	4.0745E-20
37.90451	3.9491E-20
39.2717	3.8192E-20
40.68694	3.7067E-20
42.15191	3.6144E-20
43.66836	3.5189E-20
45.2381	3.42E-20
46.86301	3.3176E-20
48.54502	3.2117E-20
52.08844	3.026E-20
55.88529	2.8552E-20
59.95369	2.6721E-20
64.31306	2.5406E-20
68.9842	2.4005E-20
73.98942	2.2503E-20
79.35261	2.0894E-20
85.09938	1.9782E-20
91.25714	1.8674E-20
97.85531	1.7486E-20
104.9254	1.6716E-20
116.4898	1.5814E-20
124.8925	1.5158E-20
133.8963	1.4456E-20
143.544	1.3704E-20
153.8817	1.2897E-20
164.9587	1.2033E-20
176.8279	1.1107E-20
183.0772	1.062E-20
189.5461	1.0115E-20
196.2423	9.5931E-21
203.1738	9.2175E-21
217.7762	8.8378E-21
233.4229	8.431E-21
250.1886	7.9951E-21
268.1535	7.528E-21
287.4032	7.0275E-21
308.0295	6.5635E-21
330.1311	6.1878E-21
353.8134	5.7852E-21
379.1894	5.3538E-21
392.5501	5.1266E-21
406.3803	4.8915E-21
420.6965	4.6482E-21
435.5158	4.3962E-21
450.8559	4.1354E-21
466.7351	3.8655E-21
483.1724	3.5861E-21
500.1872	3.2991E-21
536.0318	3.1343E-21
574.4399	2.9576E-21
615.595	2.7683E-21
659.6934	2.5654E-21
682.9116	2.4586E-21
706.9458	2.348E-21
731.8245	2.2336E-21
757.5776	2.1151E-21
784.2356	1.9925E-21
811.8305	1.8656E-21
840.3951	1.7342E-21
869.9636	1.5982E-21
900.5711	1.4574E-21
932.2543	1.3116E-21
965.0509	1.1608E-21
